date,ticker,sentiment_pos,sentiment_neg,sentiment_neu,n_filings,net_sentiment
2018-01-11,GILD,0.019230851903557777,0.03995450958609581,0.940814733505249,1,-0.020723657682538033
2018-01-24,GILD,0.018000740557909012,0.04319717362523079,0.9388020038604736,1,-0.025196433067321777
2018-01-31,GILD,0.017289143055677414,0.049756214022636414,0.9329546689987183,1,-0.032467070966959
2018-02-28,GILD,0.017665086314082146,0.04481815546751022,0.9375166893005371,1,-0.027153069153428078
2018-04-26,GILD,0.017387105152010918,0.04927941784262657,0.9333334565162659,1,-0.031892312690615654
2018-07-26,GILD,0.017252294346690178,0.050274480134248734,0.9324733018875122,1,-0.033022185787558556
2018-09-26,GILD,0.017677435651421547,0.044605329632759094,0.9377173185348511,1,-0.026927893981337547
2018-10-09,GILD,0.0173381045460701,0.047901347279548645,0.9347606301307678,1,-0.030563242733478546
2018-11-08,GILD,0.017674298956990242,0.048831507563591,0.9334941506385803,1,-0.03115720860660076
2018-11-09,GILD,0.017879869788885117,0.04373951256275177,0.9383806586265564,1,-0.025859642773866653
2018-12-13,GILD,0.01780964992940426,0.04756594076752663,0.9346244931221008,1,-0.029756290838122368
2019-01-23,GILD,0.018144706264138222,0.04228660836815834,0.9395686388015747,1,-0.02414190210402012
2019-01-25,GILD,0.017342206090688705,0.04886432737112045,0.9337935447692871,1,-0.03152212128043175
2019-02-22,GILD,0.017112568020820618,0.04495275393128395,0.9379346370697021,1,-0.027840185910463333
2019-04-25,GILD,0.01740122213959694,0.048621922731399536,0.9339768290519714,1,-0.031220700591802597
2019-06-26,GILD,0.01796039193868637,0.03842603787779808,0.9436135292053223,1,-0.02046564593911171
2019-07-30,GILD,0.018225209787487984,0.037134233862161636,0.9446405172348022,1,-0.018909024074673653
